Drug_ID	Drug	Y
"clobetasone-butyrate"	"CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C"	1
"clocapramine"	"NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1"	1
"clocortolone"	"C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)CO"	1
"clocortolone-acetate"	"CC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](O)C[C@@]21C"	1
"clocortolone-pivalate"	"C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C"	1
"clodazon"	"CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21"	1
"clofenciclan"	"CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1"	1
"clofluperol"	"O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1"	1
"clopenthixol/zuclopenthixol"	"OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"cloperidone"	"O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2cccc(Cl)c2)CC1"	1
"cloprednol"	"C[C@]12C[C@H](O)[C@H]3[C@@H](C=C(Cl)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"	1
"clorethate/cloretate"	"O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl"	1
"clorgiline"	"C#CCN(C)CCCOc1ccc(Cl)cc1Cl"	1
"cloroperone"	"O=C(CCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1)c1ccc(F)cc1"	1
"clorotepine"	"CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"clotiazepam"	"CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl"	1
"cloticasone(cloticasone-propionate)"	"CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"clotixamide(clotixamide)"	"CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"cogazocine"	"CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C"	1
"conorphone(conorfone)"	"CC[C@H]1CC(=O)[C@@H]2Oc3c(OC)ccc4c3[C@@]23CCN(CC2CC2)C(C4)[C@H]13"	1
"cormetasone"	"CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO"	1
"cortexolone(cortodoxonecortifen)"	"CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO"	1
"cortisone-acetate"	"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C"	1
"cortisuzol"	"CC1=C[C@H]2[C@@H]3C[C@@H](C)[C@](O)(C(=O)COC(=O)c4cccc(S(=O)(=O)O)c4)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)Cc3cnn(-c4ccccc4)c3C=C12"	1
"cortivazol"	"CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"cotinine"	"CN1C(=O)CCC1c1cccnc1"	1
"cotriptyline"	"CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21"	1
"crilvastatin"	"CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1"	1
"crotetamide"	"C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C"	1
"cyclarbamate"	"O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1"	1
"cyclindole(ciclindole)"	"CN(C)C1CCc2[nH]c3ccccc3c2C1"	1
"cyclobarbital"	"CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O"	1
"cyclobenzaprine"	"CN(C)CCC=C1c2ccccc2C=Cc2ccccc21"	1
"cyclopregnol"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C45CC4CC[C@]5(C)[C@H]3CC[C@]12C"	1
"cycotiamine"	"C/C(=C1/CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N"	1
"cyheptamide"	"NC(=O)C1c2ccccc2CCc2ccccc21"	1
"cyprenorphine"	"COC12C=CC3(CC1C(C)(C)O)[C@@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5"	1
"cyprodenate"	"CN(C)CCOC(=O)CCC1CCCCC1"	1
"cyprolidol"	"OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1"	1
"cyproximide(ciproximide)"	"O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12"	1
"dacemazine"	"CN(C)CC(=O)N1c2ccccc2Sc2ccccc21"	1
"dazadrol"	"OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1"	1
"decimemide"	"CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC"	1
"delfaprazine"	"Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1"	1
"demoxepam"	"O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1"	1
"denbufylline"	"CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O"	1
"deprodone"	"CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C"	1
"desciclovir"	"Nc1ncc2ncn(COCCO)c2n1"	1
"descinolone(descinolone-acetonide)"	"CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"desonide"	"CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@]2(C(=O)CO)O1"	1
"desoximetasone"	"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO"	1
"detomidine"	"Cc1cccc(Cc2cnc[nH]2)c1C"	1
"dexamethasone-acefurate"	"CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"dexamisole"	"c1ccc([C@@H]2CN3CCSC3=N2)cc1"	1
"deximafen(imafen)"	"c1ccc(C2CN=C3NCCN32)cc1"	1
"dexoxadrol(dioxadrolandlevoxadrol)"	"c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1"	1
"dichlorisone"	"CC12CC(Cl)[C@@]3(Cl)C(CCC4=CC(=O)C=CC43C)C1CC[C@]2(O)C(=O)CO"	1
"dichlorisone-acetate"	"CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C"	1
"diclometide"	"CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC"	1
"didrovaltrate"	"CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2"	1
"difebarbamate"	"CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O"	1
"difluanine(difluanazine)"	"Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1"	1
"diflucortolone"	"C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO"	1
"diflucortolone-pivalate"	"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C"	1
"dimelazine"	"CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1"	1
"dimethadione"	"CC1(C)OC(=O)NC1=O"	1
"dimethazan"	"CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C"	1
"dimethylamphetamine(dimethamphetamine)"	"CC(Cc1ccccc1)N(C)C"	1
"dimiracetam"	"O=C1CN2C(=O)CCC2N1"	1
"dioxamate"	"CCCCCCCCCC1(C)OCC(COC(N)=O)O1"	1
"diphoxazide"	"CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1"	1
"diprenorphine"	"CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5"	1
"divaplon"	"CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C"	1
"dizocilpine(MK-801)"	"CC12NC(Cc3ccccc31)c1ccccc12"	1
"domoprednate"	"CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"donepezil"	"COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.[Cl-].[H+]"	1
"dopamantine"	"O=C(NCCc1ccc(O)c(O)c1)C12CC3CC(CC(C3)C1)C2"	1
"doxapram"	"CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O"	1
"drotebanol"	"COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3"	1
"duloxetine"	"CNCCC(Oc1cccc2ccccc12)c1cccs1"	1
"duoperone"	"O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"dupracetam"	"O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O"	1
"eclanamine"	"CCC(=O)N(c1ccc(Cl)c(Cl)c1)[C@@H]1CCC[C@H]1N(C)C"	1
"edaravone"	"CC1=NN(c2ccccc2)C(=O)C1"	1
"efetozole"	"Cc1nccn1C(C)c1ccccc1"	1
"elanzepine"	"CCN(CC)C/C=C1/c2ccccc2Nc2cc(Cl)ccc21"	1
"elfazepam"	"CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21"	1
"elopiprazole"	"Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1"	1
"eltoprazine"	"c1cc2c(c(N3CCNCC3)c1)OCCO2"	1
"embutramide"	"CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1"	1
"enciprazine"	"COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1"	1
"encyprate"	"CCOC(=O)N(Cc1ccccc1)C1CC1"	1
"endixaprine"	"OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1"	1
"endomide"	"CCN(CC)C(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)N(CC)CC"	1
"endrysone(endrisone)"	"CC(=O)C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C"	1
"enilospirone"	"CC1OC2(CCCCC2Oc2cccc(Cl)c2)NC1=O"	1
"eptastigmine"	"CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C"	1
"erizepine"	"CN1CCC2=C(CC1)c1ccccc1N(C)c1ccccc12"	1
"etacepride"	"CCN1CCCC1CNC(=O)c1cc(C(C)=O)ccc1OC"	1
"etamiphyllin"	"CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C"	1
"etasuline"	"CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1"	1
"etazepine"	"CCOC1c2ccccc2C(=O)N(C)c2ccccc21"	1
"ethomoxane"	"CCCCNCC1COc2cccc(OCC)c2O1.[Cl-].[H+]"	1
"ethylene(ethene)"	"CCCl"	1
"ethyl-loflazepate"	"C=C"	1
"ethypicone"	"CCC1(CC)C(=O)NC=C(C)C1=O"	1
"eticyclidine"	"CCNC1(c2ccccc2)CCCCC1"	1
"etifoxine"	"CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1.[Cl-].[H+]"	1
"etiracetam(levetiracetam)"	"CCC(C(N)=O)N1CCCC1=O"	1
"etisulergine"	"CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1"	1
"etodroxizine"	"O=C(O)/C=C/C(=O)O.OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1"	1
"etoperidone"	"CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC"	1
"etorphine"	"CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5"	1
"etoxadrol"	"CCC1(c2ccccc2)OCC(C2CCCCN2)O1"	1
"famciclovir"	"CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O"	1
"fantridone"	"CN(C)CCCn1c(=O)c2ccccc2c2ccccc21"	1
"fasiplon"	"CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C"	1
"fasoracetam"	"O=C1CC[C@H](C(=O)N2CCCCC2)N1"	1
"febarbamate"	"CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O"	1
"felbamate"	"NC(=O)OCC(COC(N)=O)c1ccccc1"	1
"femoxetine"	"COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1"	1
"fenaperone"	"O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1"	1
"fenbutrazate"	"CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1"	1
"fencamfamin"	"CCNC1C2CCC(C2)C1c1ccccc1"	1
"fengabine"	"CCCCN/C(=C1/C=C(Cl)C=CC1=O)c1ccccc1Cl"	1
"fenharmane"	"c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1"	1
"fenimide"	"CCC1C(=O)NC(=O)C1(C)c1ccccc1"	1
"fenmetozole"	"Clc1ccc(OCC2=NCCN2)cc1Cl"	1
"fenmetramide"	"CC1NC(=O)COC1c1ccccc1"	1
"fenobam"	"CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1"	1
"fenozolone"	"CCNC1=NC(=O)C(c2ccccc2)O1"	1
"fenpentadiol"	"CC(C)(O)CC(C)(O)c1ccc(Cl)cc1"	1
"fepitrizol"	"Cn1nc(-c2cccnc2)nc1-c1ccccc1CO"	1
"fipexide"	"O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1"	1
"flerobuterol"	"CC(C)(C)NCC(O)c1ccccc1F"	1
"florfenicol"	"CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1"	1
"fluacizine"	"CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21"	1
"fluazacort"	"CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C"	1
"flubanilate"	"CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1"	1
"flubepride"	"COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1"	1
"flucloronide(fluclorolone-acetonide)"	"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@]2(C(=O)CO)O1"	1
"fludrocortisone"	"C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"	1
"fludrocortisone-acetate"	"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"flumezapine"	"Cc1cc2c(s1)=Nc1ccc(F)cc1NC=2N1CCN(C)CC1"	1
"flumoxonide"	"COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C"	1
"fluocinonide"	"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C"	1
"fluocortin"	"CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C"	1
"fluocortolone-caproate"	"CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C"	1
"fluoresone"	"CCS(=O)(=O)c1ccc(F)cc1"	1
"fluorometholone-acetate"	"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"fluotracen"	"C[C@H]1c2ccccc2[C@@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21"	1
"fluoxetine"	"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1"	1
"fluphenazine-enanthate"	"CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"flupimazine"	"OCCOC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"fluprazine"	"NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1"	1
"fluspirilene"	"O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2"	1
"flutazolam"	"O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO"	1
"flutemazepam"	"CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21"	1
"fluticasone"	"CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF"	1
"fluticasone-propionate"	"CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"flutizenol"	"OCCN1CCN(CCCN2c3cc(C(F)(F)F)ccc3Sc3sccc32)CC1"	1
"flutomidate"	"CCOC(=O)c1cncn1C(C)c1ccc(F)cc1"	1
"flutroline"	"OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1"	1
"fluvastatin"	"CC(C)n1c(/C=C/[C@@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21"	1
"fluvoxamine"	"COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O"	1
"fluzinamide"	"CNC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1"	1
"folic-acid"	"Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1"	1
"formocortal"	"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C"	1
"fosazepam"	"CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21"	1
"fosenazide"	"NNC(=O)CP(=O)(c1ccccc1)c1ccccc1"	1
"fosfomycin"	"C[C@@H]1O[C@@H]1P(=O)(O)O"	1
"fosphenytoin"	"O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O"	1
"ftormetazine"	"CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"ftorpropazine"	"O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21"	1
"furomazine"	"O=C1OCCC1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"fursultiamine"	"C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N"	1
"gaboxadol"	"O=c1[nH]oc2c1CCNC2"	1
"ganaxolone"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C"	1
"gedocarnil"	"COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12"	1
"gemazocine"	"CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C"	1
"gepirone"	"CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1.[Cl-].[H+]"	1
"gevotroline"	"Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3"	1
"girisopam"	"COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2"	1
"halcinonide"	"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1"	1
"halocortolone"	"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](F)C[C@]2(C)[C@H]1C(=O)CO"	1
"halopemide"	"O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1"	1
"haloperidol-decanoate"	"CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"halopredone(halopredone-acetate)"	"C[C@]12C=C(Br)C(=O)C=C1[C@H](F)C[C@H]1[C@@H]3CCC(O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F"	1
"haloxazolam"	"O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1"	1
"hexapradol"	"CCCCCC(N)C(O)(c1ccccc1)c1ccccc1"	1
"homopipramol"	"OCCN1C=CN(CCCN2c3ccccc3C=Cc3ccccc32)C=CC1"	1
"homprenorphine"	"CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5"	1
"hopantenic-acid"	"CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O"	1
"hydrocortamate"	"CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"hydrocortisone-aceponate"	"CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"hydrocortisonecypionate(hydrocortisone-cipionate)"	"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O.O"	1
"hydrocortisone-hemisuccinate"	"CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C"	1
"hydrocortisone-valerate"	"CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1"	1
"hydromorphinol"	"CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5"	1
"hydroxindasol"	"COc1ccc(Cn2c(C)c(CCN)c3cc(O)ccc32)cc1"	1
"ibrotamide"	"CCC(Br)(C(N)=O)C(C)C"	1
"iclazepam"	"O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1"	1
"ifoxetine"	"Cc1cccc(O[C@H]2CCNC[C@H]2O)c1C"	1
"ilepcimide"	"O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1"	1
"iloperidone"	"COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1"	1
"imiclopazine"	"CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O"	1
"imidoline"	"CN(C)CCN1CCN(c2cccc(Cl)c2)C1=O"	1
"imipraminoxide"	"C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21"	1
"indatraline"	"CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.[Cl-].[H+]"	1
"indeloxazine"	"C1=Cc2cccc(OCC3CNCCO3)c2C1"	1
"indomethacin(indometacin)"	"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1"	1
"indriline"	"CN(C)CCC1(c2ccccc2)C=Cc2ccccc21"	1
"iproclozide"	"CC(C)NNC(=O)COc1ccc(Cl)cc1"	1
"iprozilamine"	"CSc1c(Cl)nc(NC(C)C)nc1N1CCN(C)CC1"	1
"ipsapirone"	"O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1.[Cl-].[H+]"	1
"isocarboxazid"	"Cc1cc(C(=O)NNCc2ccccc2)no1"	1
"isoflupredone"	"CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F"	1
"isoflupredone-acetate"	"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"itrocinonide"	"CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1"	1
"ivoqualine"	"C=C[C@@H]1CNCC[C@H]1CCCc1ccnc2ccc(OC)cc12"	1
"ketazocine"	"CC1[C@H]2C(=O)c3ccc(O)cc3[C@]1(C)CCN2CC1CC1"	1
"ketazolam"	"CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1"	1
"ketobemidone"	"CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1"	1
"lesopitron"	"Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1"	1
"levophenacylmorphan"	"O=C(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1"	1
"linopirdine"	"O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1"	1
"lisuride"	"CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1"	1
"litracen"	"CNCCC=C1c2ccccc2C(C)(C)c2ccccc21"	1
"lofendazam"	"O=C1CCNc2ccc(Cl)cc2N1c1ccccc1"	1
"lofentanil"	"CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C"	1
"lofepramine"	"CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.[Cl-].[H+]"	1
"lometraline"	"COc1ccc(Cl)c2c1CCCC2N(C)C"	1
